0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,131
AHTD3A0104_Para2_3.tif,ae,ma,de,aa,he,sp,fa,ya,sp,aa,la,ha,ke,ma,com,sp,aa,la,kh,to,sp,wa,aa,la,fa,na,com,sp,fa,la,ma,sp,ta,ha,zha,sp,aa,la,ka,de,aa,ya,aa,sp,aa,la,se,ya,aa,se,ya,tee,sp,aa,la,ma,ay,ka,da,tee,sp,ma,na,sp,wa,ka,ta,he,,;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AHTD3A0104_Para2_4.tif,ah,laaa,sp,ba,aa,la,ka,la,ya,la,sp,dot,sp,wa,fa,ya,sp,aa,la,ba,da,aa,ya,tee,sp,ja,ay,la,sp,ka,aa,wa,sp,ta,sh,ya,wa,com,sp,laaa,ay,ba,sp,ke,ra,tee,sp,aa,la,ka,da,ma,com,sp,ka,aa,al,da,aa,sp,la,la,ja,ya,sh,com,,;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AHTD3A0104_Para2_5.tif,th,ma,sp,se,la,ma,sp,ke,aa,fa,tee,sp,se,la,to,aa,ta,sp,aa,la,ha,ke,ma,sp,ta,ka,ra,ya,ba,aa,,;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AHTD3A0119_Para2_1.tif,ma,na,dh,sp,ay,aa,ma,sp,n2,n0,n0,n8,com,sp,ya,ba,la,gh,sp,ay,da,da,sp,aa,laae,ya,aa,ma,sp,dh,aa,ta,sp,ja,wa,da,tee,sp,aa,la,he,wa,aa,hh,sp,wa,aa,la,ba,ya,al,tee,sp,fa,ya,sp,he,aa,na,ka,wa,sp,ae,ke,th,ra,,;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AHTD3A0119_Para2_4.tif,ma,na,aa,zha,ra,he,sp,aa,la,ja,ma,ya,la,tee,com,sp,ha,ya,th,sp,aa,la,ma,ya,aa,he,sp,aa,la,na,ka,ya,tee,sp,wa,aa,la,se,ma,aa,hh,sp,aa,la,za,ra,ka,aa,hh,sp,dot,sp,ta,na,ta,sh,ra,sp,fa,ya,sp,scr,sp,aa,la,ha,ya,sp,aa,laae,sh,ja,aa,ra,,;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AHTD3A0119_Para2_5.tif,wa,aa,la,za,he,wa,ra,sp,scr,sp,wa,aa,la,sh,ja,ra,aa,ta,sp,wa,aa,laae,ay,sh,aa,ba,sp,dot,,;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AHTD3A0121_Para2_1.tif,ah,la,ee,sp,aa,la,ja,na,wa,ba,sp,ma,na,sp,ha,ya,sp,he,aa,na,ka,wa,sp,ya,ka,ay,sp,kh,la,ya,ja,sp,ba,ha,ra,sp,ba,wa,he,aa,ya,sp,wa,ah,la,ee,sp,scr,sp,aa,la,sh,ra,ka,,;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AHTD3A0121_Para2_2.tif,ma,na,he,sp,se,wa,aa,ha,la,sp,aa,la,ma,la,ha,com,sp,wa,ah,la,ee,sp,aa,la,gh,ra,ba,sp,ba,se,aa,ta,ya,na,sp,aa,la,ay,na,ba,sp,wa,ah,la,ee,sp,aa,la,sh,ma,aa,la,sp,ha,ka,wa,la,,;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AHTD3A0121_Para2_3.tif,aa,la,kh,de,ra,aa,wa,aa,ta,dot,sp,sp,he,aa,na,gh,ka,wa,sp,la,wa,ha,tee,sp,ra,aa,al,ay,tee,com,sp,ya,da,he,sh,ke,sp,fa,ya,he,aa,sp,ma,sh,he,da,sp,aa,la,ma,la,ha,sp,aa,la,ma,ta,ae,la,ka,,;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AHTD3A0121_Para2_4.tif,fa,ya,sp,ma,laaa,ha,tee,sp,ta,sh,aa,na,gh,la,wa,sp,ma,th,la,sp,aa,la,ka,sa,wa,ra,sp,aa,la,ba,la,wa,ra,ya,tee,dot,sp,sp,ba,ra,gh,ma,sp,ae,na,na,ya,sp,la,ma,sp,ae,ra,sp,aa,la,ay,ma,aa,la,sp,wa,he,ma,,;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AHTD3A0121_Para2_5.tif,ya,na,sh,ra,wa,na,sp,aa,la,ma,la,ha,sp,ta,ha,ta,sp,aa,la,sh,ma,se,com,sp,ah,laaa,sp,ae,na,na,ya,sp,sh,he,da,ta,sp,ma,na,zha,ra,sp,se,aa,ha,ra,,;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AHTD3A0123_Para2_1.tif,fa,ya,sp,aa,la,ma,ta,ha,fa,sp,aa,la,da,wa,la,ya,sp,laae,ay,ma,aa,la,sp,aa,la,ha,fa,ra,sp,ay,la,ee,sp,aa,la,kh,sh,ba,sp,wa,ba,to,aa,ka,aa,ta,sp,ta,ay,ra,ya,fa,sp,aa,la,ke,ta,ba,sp,aa,la,dh,ya,sp,aa,na,sh,ae,he,sp,la,ya,wa,,;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AHTD3A0123_Para2_2.tif,sh,wa,he,sp,he,aa,ya,com,sp,ae,ke,th,ra,sp,ma,na,sp,n1,n6,n0,n0,n0,sp,ka,to,ay,tee,sp,ra,aa,al,ay,tee,sp,ma,na,sp,aa,laae,ay,ma,aa,la,sp,aa,la,fa,na,ya,tee,sp,aa,laae,sa,la,ya,tee,sp,ma,na,sp,ae,ay,ma,aa,la,sp,aa,la,ha,fa,ra,sp,ay,la,ee,,;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AHTD3A0123_Para2_3.tif,aa,la,kh,sh,ba,sp,wa,ba,to,aa,ka,aa,ta,sp,ta,ay,ra,ya,fa,sp,aa,la,ke,ta,ba,com,sp,ae,ba,da,ay,he,aa,sp,fa,na,aa,na,wa,na,sp,ke,ba,aa,ra,sp,ma,na,sp,ae,ke,th,ra,sp,ma,na,sp,se,na,ya,na,sp,da,wa,la,tee,com,,;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AHTD3A0123_Para2_4.tif,ba,ma,aa,sp,fa,ya,he,aa,sp,ba,la,ja,ya,ke,aa,sp,wa,ra,wa,se,ya,aa,com,sp,wa,aa,ya,to,aa,la,ya,aa,sp,aa,la,kh,sp,wa,aa,la,ma,ka,ta,na,ya,aa,ta,sp,fa,ya,he,sp,wa,aa,fa,ra,tee,sp,wa,na,aa,da,ra,tee,sp,la,la,gh,aa,ya,tee,,;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AHTD3A0124_Para2_1.tif,aa,la,sh,ra,to,sp,aa,laae,se,aa,se,ya,sp,la,ja,dh,ba,sp,aa,laaa,se,ta,th,ma,aa,ra,aa,ta,sp,aa,la,de,kh,ma,tee,sp,he,wa,sp,aa,la,ta,kh,to,ya,to,sp,aa,la,ke,ba,ya,ra,sp,wa,aa,la,ra,wl,ya,tee,sp,aa,la,ba,ay,ya,da,tee,sp,fa,aa,la,ma,da,ya,na,tee,sp,aa,la,ta,ya,sp,la,ya,se,,;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AHTD3A0124_Para2_2.tif,la,da,ya,he,aa,sp,kh,to,tee,sp,ay,aa,la,ya,tee,sp,aa,la,ma,se,ta,wa,ee,sp,laaa,sp,am,fa,aa,ka,sp,la,na,ma,wa,he,aa,dot,sp,aa,se,ta,fa,aa,da,sp,ha,ya,sp,he,aa,na,ka,wa,sp,fa,ya,sp,aa,la,se,na,wa,aa,ta,sp,aa,laae,kh,ya,ra,tee,sp,ma,na,sp,ta,ja,aa,ra,ba,,;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AHTD3A0124_Para2_3.tif,na,ja,aa,ha,sp,aa,la,ma,na,aa,to,ka,sp,aa,la,ma,ta,ka,da,ma,tee,sp,fa,ya,sp,aa,la,sa,ya,na,sp,wa,kh,aa,ra,ja,he,aa,sp,wa,ay,za,za,sp,aa,la,ta,kh,to,ya,to,sp,sp,aa,la,ay,ma,ra,aa,na,ya,sp,la,la,ha,ya,sp,ha,ya,th,sp,ba,ta,kh,da,,;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AHTD3A0124_Para2_4.tif,ma,ha,wa,ra,aa,sp,ra,al,ya,se,ya,aa,sp,ya,ra,ba,to,sp,sp,ba,ya,na,sp,aa,la,ma,na,to,ka,tee,sp,aa,la,se,ke,na,ya,tee,sp,aa,la,ha,de,ra,ya,tee,sp,aa,la,ha,da,ya,th,tee,sp,aa,la,wa,aa,ka,ay,tee,sp,fa,ya,sp,sh,ma,aa,la,he,,;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AHTD3A0126_Para2_1.tif,ae,kh,ya,ra,aa,sp,ae,ka,wa,la,sp,la,ke,ma,sp,ah,na,sp,ta,ya,aa,na,ja,ya,na,sp,wa,ah,na,sp,ke,aa,na,ta,sp,ma,da,ya,na,tee,sp,se,aa,ha,la,ya,tee,sp,fa,ah,na,ke,sp,laaa,sp,ta,ra,aa,he,aa,sp,ma,na,sp,aa,la,ba,ha,ra,,;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AHTD3A0126_Para2_2.tif,ya,ba,la,gh,sp,to,wa,la,sp,kh,to,sp,aa,la,se,aa,ha,la,sp,aa,la,ba,ha,ra,ya,sp,la,ha,ya,sp,he,aa,na,ka,wa,aa,sp,n2,n8,sp,ke,ya,la,wa,ma,ta,ra,aa,com,sp,wa,ta,ba,la,gh,sp,ma,se,aa,ha,tee,sp,aa,la,sh,aa,to,al,,;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AHTD3A0126_Para2_3.tif,ba,he,sp,sp,ha,wa,aa,la,ya,sp,n8,n0,sp,ke,ya,la,wa,ma,ta,ra,aa,sp,ma,ra,ba,ay,sp,wa,ba,ay,da,sp,aa,laaa,na,ta,he,aa,hh,sp,ma,na,sp,ba,na,aa,hh,sp,na,aa,to,ha,aa,ta,sp,aa,la,se,ha,aa,ba,sp,ba,he,,;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AHTD3A0126_Para2_4.tif,se,ya,ke,wa,na,sp,ma,ma,ke,na,aa,sp,ae,na,sp,ta,ra,aa,he,aa,sp,ma,na,sp,aa,la,ba,ha,ra,com,sp,wa,se,ta,sa,ba,ha,sp,wa,ja,he,sp,na,ya,aa,na,ja,ya,na,sp,aa,la,dh,ya,sp,ya,to,la,sp,ay,la,ee,,;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AHTD3A0126_Para2_5.tif,aa,la,ba,ha,ra,dot,,;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
